ReportID,ReportName,ReportTotal,ReportCurrency,ReportStatus,ReportCreated,ReportSubmitted,TransactionID,Merchant,Amount,ConvertedAmount,Currency,Category,Created,Comment,Billable,Reimbursable,ReceiptID,ReceiptFilename,ReceiptURL,ReceiptSmall,ReceiptLarge,ReceiptType
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","8910902804588571127","Google Play",4198,5790,"USD","","2025-09-04","",false,true,"6110145489021404","w_2ea41919f93226300999519f9c193bc22d1876f4.pdf","","https://www.expensify.com/receipts/w_2ea41919f93226300999519f9c193bc22d1876f4.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","7049318820117732896","Uber",1288,1288,"CAD","Travel","2025-08-29","",false,true,"1058961725685549","w_5617ddc789e0d587a8e399892dadd55b91d8f840.pdf","","https://www.expensify.com/receipts/w_5617ddc789e0d587a8e399892dadd55b91d8f840.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","6511510494709845185","",,0,"CAD","","","",false,true,"2210930875993672","w_85449edcbc1cc3e9c34db6924f273d46d913f1f4.pdf","","https://www.expensify.com/receipts/w_85449edcbc1cc3e9c34db6924f273d46d913f1f4.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","1478615978737614358","Anthropic",14980,14980,"CAD","","2025-08-28","",false,true,"3211932231396522","w_2d883c6f88875783854b205ffc886750a3167b47.pdf","","https://www.expensify.com/receipts/w_2d883c6f88875783854b205ffc886750a3167b47.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","3356138181822572","Anthropic",14980,14980,"CAD","","2025-08-28","",false,true,"3990281400561450","w_7c817e00449b84497317a12d076d3065316ade41.pdf","","https://www.expensify.com/receipts/w_7c817e00449b84497317a12d076d3065316ade41.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","7277611524413442519","",,0,"CAD","","","",false,true,"7548872276056439","w_54f8d0398ff67ac611595381c5eb35e56c1faa25.pdf","","https://www.expensify.com/receipts/w_54f8d0398ff67ac611595381c5eb35e56c1faa25.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","5561916615816748138","Google Play",2575,3562,"USD","","2025-08-27","",false,true,"4228580686644017","w_905f64bec49ff9c714e47cb6deda71c15eece99d.pdf","","https://www.expensify.com/receipts/w_905f64bec49ff9c714e47cb6deda71c15eece99d.jpg.320.jpg","","pdf"
"R009FSdHreTs","Geoffrey's Expenses #R009FSdHreTs",670600,"CAD","Open","2025-05-25 04:28:31","","8884707647309949352","Bold Career Project",630000,630000,"CAD","","2025-08-08","",false,true,"5320921350273823","w_7585628e385a6c5ec13feb207dec127c986816c2.pdf","","https://www.expensify.com/receipts/w_7585628e385a6c5ec13feb207dec127c986816c2.jpg.320.jpg","","pdf"
